,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
339,2009,395642.6,395642.6,395642.6,2008-10-01,144202843,STANLEY ASSOCIATES INC
340,2009,210524.0,210524.0,210524.0,2009-02-17,801138389,ASPEX INCORPORATED
341,2009,59421.11,59421.11,59421.11,2009-06-01,098692374,IMMIXTECHNOLOGY INC
342,2009,29795.95,29795.88,29795.95,2009-08-31,098692374,IMMIXTECHNOLOGY INC
343,2009,134043.0,134043.0,471324.0,2009-09-29,061227836,ACUMEN SOLUTIONS INCORPORATED
344,2009,32654.61,32654.61,32654.61,2009-07-13,831063904,LORAL FEDERAL SYSTEMS COMPANY
345,2009,20170.07,20170.06,20170.07,2009-04-24,809887164,"THUNDERCAT TECHNOLOGY, LLC"
346,2009,44832.9,44832.9,44832.9,2008-10-27,143147762,INFORELIANCE CORPORATION
347,2009,870676.0,870676.0,870676.0,2009-06-25,150780674,UNISYS CORPORATION
348,2009,1025972.0,1025972.0,1025972.0,2009-08-10,116207978,"APPTIS, INC."
349,2009,23743.49,23743.49,23743.49,2009-07-14,831063904,LORAL FEDERAL SYSTEMS COMPANY
350,2009,220000.0,220000.0,220000.0,2009-09-30,004649125,BAE SYSTEMS INFORMATION TECHNOLOGY INC.
351,2009,143838.48,143838.48,143838.48,2009-07-09,083864038,NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORATION
352,2009,37000.0,37000.0,37000.0,2009-03-30,180358959,EICF INCORPORATED
353,2009,300000.0,300000.0,300000.0,2009-09-28,097779698,SYSTEMS RESEARCH AND APPLICATI
354,2009,2543384.0,2543384.0,2543384.0,2009-06-15,150780674,UNISYS CORPORATION
355,2009,34903.86,34903.86,34903.86,2009-06-09,831063904,LORAL FEDERAL SYSTEMS COMPANY
356,2009,123306.0,123306.0,123306.0,2009-03-03,787842751,FORSYTHE FEDERAL SOLUTIONS CORPORATION
357,2009,1212175.44,1212175.44,1212175.44,2008-10-01,144202843,STANLEY ASSOCIATES INC
358,2009,43460.0,43460.0,0.0,2009-08-25,097220180,"GARTNER, INC."
359,2009,240000.0,240000.0,240000.0,2009-08-24,001014182,DYNAMICS RESEARCH CORPORATION
360,2009,23993.94,23993.84,23993.94,2009-03-31,096027870,"ACCELERA SOLUTIONS, INC."
361,2009,112904.68,112904.68,112904.68,2009-07-16,790470749,"AVAYA FEDERAL SOLUTIONS, INC."
362,2009,105541.96,105541.96,105541.96,2008-11-19,116207978,"APPTIS, INC."
363,2009,50884.54,50884.54,50884.54,2009-09-21,107939357,GTSI CORPORATION
364,2009,148915.1,148915.1,148915.1,2009-09-14,073521101,"MERLIN INTERNATIONAL, INC."
365,2009,6362.01,6362.01,6362.01,2009-06-25,098692374,IMMIXTECHNOLOGY INC
366,2009,243970.26,243970.26,243970.26,2008-12-29,107939357,GTSI CORPORATION
367,2009,101052.11,101052.11,101052.11,2009-07-17,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
368,2009,21129.74,21129.74,21129.74,2009-07-22,098692374,IMMIXTECHNOLOGY INC
369,2009,8893.9,8893.9,8893.9,2009-07-10,017631941,"VISION TECHNOLOGIES, INC."
370,2009,1272290.76,1272290.76,1272290.76,2008-10-01,144202843,STANLEY ASSOCIATES INC
371,2009,43177.52,43177.52,43177.52,2009-03-30,878504856,APPIAN CORPORATION
372,2009,6920.0,6920.0,6920.0,2009-09-04,824844141,SOCKEYE BUSINESS SOLUTION
373,2009,2263951.72,2263951.72,2263951.72,2009-09-25,053362443,POWERTEK CORPORATION
374,2009,472973.65,472973.65,630132.48,2009-02-13,084770619,RCM TECHNOLOGIES INCORPORATED (9427)
375,2009,69448.88,69448.88,69448.88,2009-06-24,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
376,2009,2559310.49,2559310.49,2559310.49,2009-08-17,107939357,GTSI CORPORATION
377,2009,369960.45,369960.45,1137255.9,2009-08-11,098692374,IMMIXTECHNOLOGY INCORPORATED
378,2009,100000.0,100000.0,100000.0,2009-09-29,165636205,"EMAGINE IT, INC."
379,2009,19938.08,19938.08,19938.08,2009-07-30,790470749,"AVAYA FEDERAL SOLUTIONS, INC."
380,2009,7185.54,7185.54,7185.54,2009-08-21,929022028,SOFTCHOICE CORPORATION
381,2009,867518.11,867518.11,7128203.95,2009-07-13,167294094,"APOGEN TECHNOLOGIES, INC."
382,2009,7706341.74,7706341.74,7706341.74,2009-09-29,107939357,GTSI CORPORATION
383,2009,17500.0,17500.0,17500.0,2009-08-01,116207978,"APPTIS, INC."
384,2009,130122.14,130122.14,130122.14,2009-08-05,790470749,"AVAYA FEDERAL SOLUTIONS, INC."
385,2009,7080.0,7080.0,7080.0,2009-01-05,835705906,GEONORTH LLC
386,2009,64563.16,64563.16,64563.16,2009-09-29,966833766,SWORD AND SHIELD ENTERPRISE SECURITY INCORPORATED
387,2009,10524.8,10524.8,10524.8,2009-05-21,019121586,DELOITTE CONSULTING LLP
388,2009,85935.0,85935.0,85935.0,2009-09-23,116207978,"APPTIS, INC."
389,2009,2402625.7,990000.0,4889010.1,2009-09-04,127222466,CHEVO CONSULTING LIMITED LIABILITY COMPANY
390,2009,169981.1,169981.1,169981.1,2009-08-14,107939357,GTSI CORPORATION
391,2009,73497.0,73497.0,73497.0,2009-02-26,017631941,"VISION TECHNOLOGIES, INC."
392,2009,2063.95,2063.95,2063.95,2009-02-01,098692374,"IMMIXTECHNOLOGY, INC."
393,2009,23830.35,23830.35,23830.35,2009-09-29,827714507,"APPTIS TECHNOLOGY SOLUTIONS, LLC"
394,2009,83838.96,83838.96,83838.96,2009-09-24,116207978,"APPTIS, INC."
395,2009,3072.19,3072.19,3072.19,2009-08-29,088365767,CARAHSOFT TECHNOLOGY CORPORATION
396,2009,83384.75,83384.75,83384.75,2009-08-28,153905096,GOVERNMENT RETIREMENT AND BENEFITS INCORPORATED
397,2009,271417.0,271417.0,271417.0,2009-08-31,150780674,UNISYS CORPORATION
398,2009,15872.0,15872.0,0.0,2009-05-01,097220180,"GARTNER, INC."
399,2009,3373706.0,3373706.0,3373706.0,2009-08-31,621599893,A T & T CORP
